index,parallax,parallax_error,phot_g_mean_mag
1085322,6.339329470940635,0.818659,20.307432
1086371,5.831432788121124,0.032918714,15.06224
1087899,5.969228520118024,0.14725326,17.960024
1088567,5.907411005398987,0.18026511,18.489906
1089152,5.759803002635596,0.0148373945,9.863218
1089187,5.939045565497676,0.03877544,15.718051
1089294,5.719305318309143,0.042515483,15.944825
1091643,5.61884458226737,0.17429206,18.345371
1091683,6.192559899308932,0.28557372,19.123898
1091926,5.595501450176081,0.09837888,17.024038
1092031,5.849958062014171,0.07078503,16.790796
1092778,5.7683776840100895,0.041014466,15.88123
1092978,5.594829378461087,0.05525651,15.555117
1093570,5.915446557360176,0.04883703,16.253119
1094287,5.928472764077983,0.07323226,16.79095
1095500,5.643086807952235,0.1361619,17.799911
1095547,5.634069497255663,0.053967312,16.056265
1095719,5.977215992502738,0.20016088,18.457115
1098702,5.667840540579015,0.06532076,16.608305
1099166,5.967864433131223,0.11925977,17.71355
1099605,5.312467055665815,0.15375495,18.110037
1099829,5.748265910276883,0.10189258,17.17591
1100399,5.8749908593553535,0.01619416,11.839821
1100591,5.798156880276681,0.012610843,12.600674
1101010,6.0899020591134585,0.03316308,12.622057
1101483,5.656576441427981,0.106746286,17.57223
1102951,5.8460473009320575,0.049573425,16.130255
1103823,5.74777803061508,0.18020472,18.40302
1104198,5.863324055805142,0.017746085,13.787477
1104826,5.736022848786051,0.026300708,14.814914
1105017,5.746344754986147,0.015500428,9.088406
1105086,6.348225400872971,0.29135758,19.1988
1106475,5.532856371592768,0.06825447,16.615469
1107022,5.859710550550966,0.0688309,16.906004
1107057,5.772863523770615,0.14836171,18.25099
1107435,5.5503223278805685,0.028309539,14.831182
1108679,5.77991798067604,0.05607426,16.287989
1116520,5.344377366289996,0.099451594,11.472632
1122718,5.627130448415048,0.1665124,18.036747
1128463,6.092555105807112,0.061673615,16.345156
1129181,5.527167519532232,0.20286667,18.473259
1129348,5.846944680676111,0.013178132,12.346906
1129502,5.746402081668502,0.016010547,12.99155
1129762,5.790780785688833,0.06811103,16.650724
1130918,5.719196186727646,0.07916076,17.007961
1132047,5.786238009755192,0.05906702,16.422688
1138179,5.6441162445962725,0.030967068,7.6438937
1139001,5.564334368470709,0.17261013,18.36848
1139162,5.684949382086801,0.08562595,17.201874
1139852,5.62785102333886,0.13224174,17.536077
1140469,5.741032028042343,0.013334791,11.738529
1141128,5.669486360556011,0.11825095,17.907602
1141716,5.748186996326613,0.07942479,17.08498
1143939,5.711218844863327,0.10077398,17.45717
1144253,5.853666604505862,0.03377739,15.595994
1145168,5.728343098988352,0.03150674,14.819121
1145741,5.818306661861673,0.017347286,9.479051
1168685,5.813606313178879,0.031002043,15.376421
1181857,5.936468133728424,0.027324172,14.809579
1199724,5.506620846358032,0.112775594,17.42805
1212302,5.834462982129984,0.017434377,13.840755
1225992,5.763784980388633,0.3428568,19.30763
1226420,5.93558888648397,0.034808137,7.3661838
1226525,5.903747592889976,0.023156699,8.76269
1231500,5.773457002725499,0.034355417,15.43236
1234190,5.582880217465238,0.019430531,14.221143
1234527,5.876277710907192,0.27895236,19.042585
1235377,5.897722112507895,0.064813875,16.7084
1237610,5.63081440821955,0.04357999,15.959175
1242667,5.699079345902756,0.03731417,15.436443
1243790,5.913154243602442,0.11099437,17.635075
1244668,6.11184687676672,0.31552213,19.28743
1244673,5.659940637652652,0.12498087,17.866348
1245089,6.036562952078897,0.12891053,17.58768
1247123,5.261872997256105,0.40437153,19.641907
1249129,5.560398621347319,0.11328521,17.6121
1249587,5.800807994071526,0.049866587,9.980366
1256023,5.98062176431032,0.13591811,16.339674
1256296,5.817590255555165,0.057107955,16.087057
1258235,6.280722972939694,0.1932143,18.175518
1258593,5.803627413156366,0.19494854,18.326666
1260438,5.599549140648229,0.020640634,11.629225
1265975,5.662807178974246,0.118031286,17.753407
1267735,5.7853752151628015,0.023190686,11.684687
1269412,5.903107077143953,0.021468407,14.355854
1271499,5.661752850333681,0.012913564,13.057942
1272641,5.819992551778172,0.06880886,16.866627
